data,cliente_id,cliente_nome,empresa,segmento,canal,campanha,impressoes,cliques,custo,conversoes,receita
2026-01-15,31,Dra. Bianca Duarte,Moreira Fernandes e Filhos,Varejo,Google Ads,Lead Gen,46396,212,1479.13,49,6953.16
2026-01-11,60,Kevin Freitas,Barbosa e Filhos,Varejo,Meta Ads,Retargeting,10845,290,2300.52,60,4393.84
2026-01-25,94,Pietra Ramos,Cavalcante Borges S/A,E-commerce,TikTok Ads,Conversão,47363,1532,4499.05,133,19431.33
2026-01-12,11,Pedro Miguel Pimenta,Rocha,SaaS,TikTok Ads,Promo,20566,232,1916.14,15,2105.22
2026-01-08,63,Oliver Oliveira,Oliveira Almeida Ltda.,SaaS,Google Ads,Conversão,17223,1901,794.75,59,8388.8
2026-01-27,88,Nicole da Cruz,da Costa Viana e Filhos,SaaS,Google Ads,Promo,6768,1450,4375.71,134,14067.59
2026-01-07,7,Gabriel Martins,Montenegro Pacheco S.A.,Varejo,Google Ads,Black Friday,44452,1735,912.0,32,2199.26
2026-01-06,78,Dra. Isabel Porto,Araújo Rocha S/A,Varejo,Meta Ads,Black Friday,47176,347,4909.24,76,5564.03
2026-01-25,15,Maria Caldeira,Freitas,Varejo,TikTok Ads,Conversão,49675,938,3290.44,144,14766.68
2026-01-12,43,Bernardo Martins,Sá,Varejo,LinkedIn Ads,Awareness,8911,1527,4706.86,120,12198.21
2026-01-24,89,Renan Pimenta,Sales,Varejo,Meta Ads,Retargeting,39436,283,1640.67,60,5503.46
2026-01-26,18,Maria Eduarda Cirino,Machado,Varejo,LinkedIn Ads,Promo,46127,228,4637.29,130,13799.28
2026-01-14,75,Allana Porto,Ribeiro,SaaS,Meta Ads,Promo,15508,1167,2497.98,142,13191.31
2026-01-20,54,Camila das Neves,Freitas Ltda.,E-commerce,LinkedIn Ads,Conversão,12822,1692,3799.6,106,8025.43
2026-01-11,89,Sra. Emanuella Machado,Freitas,Varejo,Google Ads,Lead Gen,33334,1595,4266.82,144,19841.73
2026-01-09,20,Gustavo Henrique Câmara,Pinto Abreu - EI,SaaS,Meta Ads,Retargeting,42381,706,2473.07,75,8345.24
2026-01-01,68,Bryan Cunha,Alves - ME,E-commerce,Meta Ads,Lead Gen,5014,812,3888.37,55,4963.17
2026-01-17,100,Valentim Albuquerque,Borges,Marketing,Google Ads,Black Friday,12501,1886,4388.94,114,13339.56
2026-01-01,23,Yan Guerra,Vasconcelos - EI,Varejo,LinkedIn Ads,Promo,32940,1238,1157.81,113,7551.11
2026-01-12,25,Sra. Maria Isis Martins,Cassiano Fonseca S/A,E-commerce,LinkedIn Ads,Promo,5116,1786,3297.63,145,10094.56
2026-01-17,18,Natália Lopes,Castro Campos - EI,SaaS,TikTok Ads,Promo,34016,732,3465.4,86,7889.07
2026-01-20,80,Dra. Evelyn Abreu,Caldeira - EI,SaaS,Google Ads,Lead Gen,10813,1582,4451.33,126,15780.94
2026-01-23,54,Pedro Lucas Souza,Rodrigues Rocha - EI,SaaS,TikTok Ads,Conversão,33799,1659,2371.26,35,3855.81
2026-01-21,91,Marina da Mota,Novaes,Marketing,LinkedIn Ads,Conversão,28272,1330,1611.46,65,5287.97
2026-01-28,85,Cecilia Fernandes,Montenegro,Marketing,TikTok Ads,Promo,14220,687,2211.25,83,5787.83
2026-01-15,31,Nina Brito,Pastor Dias e Filhos,SaaS,LinkedIn Ads,Black Friday,16923,1357,1748.93,13,1321.72
2026-01-29,60,Ísis Santos,das Neves e Filhos,SaaS,Google Ads,Awareness,24319,541,2596.07,116,15998.03
2026-01-15,52,Sr. Isaque Gomes,Lopes Ltda.,SaaS,TikTok Ads,Promo,30630,795,4643.45,120,8308.68
2026-01-07,53,Davi Barbosa,Castro Rios S.A.,E-commerce,Google Ads,Conversão,36283,551,1365.48,70,9876.85
2026-01-31,95,Dra. Maria Isis Pires,Barbosa,SaaS,LinkedIn Ads,Lead Gen,29738,826,2334.52,66,3300.35
2026-01-27,80,Alexia Gonçalves,Sales,SaaS,Meta Ads,Lead Gen,9312,1472,4422.28,66,6387.06
2026-01-28,100,Ana Lívia Vieira,Barros - ME,SaaS,Meta Ads,Black Friday,33451,1941,1905.9,109,9558.24
2026-01-09,89,Noah Santos,Marques Nunes - ME,Varejo,TikTok Ads,Lead Gen,40404,227,4521.51,144,15459.39
2026-01-28,80,Liz Fonseca,Costa,E-commerce,Google Ads,Retargeting,16343,534,2152.69,118,6285.0
2026-01-20,90,Sophie Sampaio,da Conceição Barros Ltda.,E-commerce,Google Ads,Black Friday,13899,567,3450.79,15,1943.13
2026-01-07,2,Asafe Aragão,Novais,SaaS,Google Ads,Lead Gen,34859,100,4131.96,16,1447.14
2026-01-28,24,Guilherme Almeida,Silveira,Varejo,Google Ads,Retargeting,37582,1348,3119.37,123,14155.42
2026-01-15,31,Luiz Fernando Andrade,da Mata e Filhos,Marketing,TikTok Ads,Black Friday,29736,735,1010.75,74,7146.32
2026-01-04,71,Letícia Casa Grande,Cavalcanti Leão - ME,Varejo,Google Ads,Promo,36261,621,507.82,66,5395.94
2026-01-16,59,Caroline Carvalho,Jesus e Filhos,Marketing,TikTok Ads,Awareness,39721,1260,3154.17,100,7699.17
2026-01-20,10,Theodoro Vasconcelos,Araújo,Marketing,Google Ads,Awareness,25908,1637,1877.65,119,9095.61
2026-01-21,94,Sr. Vitor Hugo Caldeira,da Mota S/A,Varejo,Meta Ads,Retargeting,7423,214,1806.06,12,1245.8
2026-01-29,21,Breno Sá,Pacheco,SaaS,LinkedIn Ads,Lead Gen,25898,168,1171.03,68,5426.32
2026-01-21,95,Dr. Raul Ramos,Albuquerque S.A.,SaaS,TikTok Ads,Promo,24400,970,2982.74,35,4720.86
2026-01-01,8,Davi Lucca Pacheco,Castro da Cruz Ltda.,E-commerce,Google Ads,Promo,16915,1841,4354.99,123,11926.51
2026-01-31,11,Dante Pimenta,Ribeiro,E-commerce,TikTok Ads,Conversão,37716,1583,1627.95,24,2363.73
2026-01-31,44,Lavínia Sales,Pereira Campos S/A,SaaS,Google Ads,Black Friday,40332,1653,573.9,5,607.94
2026-01-05,86,Aurora Novaes,Rodrigues - EI,Marketing,Meta Ads,Retargeting,46270,1429,3857.15,112,11252.6
2026-01-23,9,Maria Vitória Mendonça,Garcia Aparecida S.A.,E-commerce,Google Ads,Lead Gen,47338,1935,4017.08,32,2154.38
2026-01-06,12,Bianca Guerra,Vargas,Varejo,Google Ads,Lead Gen,44414,985,4072.44,88,12365.33
2026-01-05,33,Ian Siqueira,Porto,Varejo,Google Ads,Conversão,34214,1925,4946.17,106,14203.47
2026-01-10,99,Maria Cecília Cunha,Ferreira,SaaS,Google Ads,Conversão,9586,1311,2709.46,119,12612.46
2026-01-06,17,Aylla Cassiano,Fernandes e Filhos,Varejo,Meta Ads,Retargeting,39296,690,3786.32,35,3715.14
2026-01-20,2,Dr. Paulo Sousa,Costa,Varejo,TikTok Ads,Awareness,5962,1703,2137.64,90,6464.01
2026-01-04,1,Dr. Murilo Peixoto,Cavalcante Fogaça Ltda.,Marketing,Meta Ads,Retargeting,46024,532,3915.86,73,7383.23
2026-01-11,84,Henry Andrade,Novais Aragão - ME,Varejo,Google Ads,Lead Gen,40341,1782,3581.77,150,19242.66
2026-01-01,14,Emilly Costa,Ribeiro,E-commerce,Google Ads,Conversão,34634,1458,1415.58,57,3941.54
2026-01-28,54,Mariah Barros,Pereira - EI,E-commerce,Meta Ads,Awareness,18851,706,701.62,94,8377.63
2026-01-10,81,Bruna Teixeira,Gomes e Filhos,Marketing,Meta Ads,Retargeting,40633,1861,629.96,74,6101.87
2026-01-20,2,Breno Rios,Leão da Mota e Filhos,Varejo,LinkedIn Ads,Promo,40675,426,1709.01,89,5845.36
2026-01-02,56,Bruno Fonseca,Castro,Varejo,Meta Ads,Promo,49388,1835,4613.08,148,14063.28
2026-01-14,61,Gael Henrique Souza,Ferreira Correia - EI,E-commerce,Google Ads,Awareness,37844,1696,2796.64,108,5862.05
2026-01-30,64,Mariana da Paz,Sousa,Varejo,Meta Ads,Black Friday,28394,697,4694.94,24,2453.07
2026-01-19,99,Sr. Vitor Gabriel Barros,Fogaça - EI,SaaS,Meta Ads,Promo,16319,1838,4538.57,136,17674.06
2026-01-24,51,Rafaela Leão,Vieira,E-commerce,Google Ads,Lead Gen,38052,1811,598.67,108,9365.76
2026-01-28,93,Agatha Fogaça,Silva,SaaS,TikTok Ads,Conversão,23688,211,4806.93,12,651.35
2026-01-25,22,Carolina Silva,Cavalcanti Ltda.,Marketing,Meta Ads,Black Friday,9404,1781,1197.23,131,8930.5
2026-01-30,71,Arthur Cavalcante,Sampaio Ltda.,Marketing,LinkedIn Ads,Retargeting,31177,190,2837.22,32,1633.13
2026-01-09,95,Vitória da Rosa,Fernandes,E-commerce,Meta Ads,Awareness,39495,1621,1748.48,81,9970.05
2026-01-28,14,Ana Luiza da Luz,Costela Cardoso S/A,Varejo,TikTok Ads,Conversão,24577,745,1100.86,43,3176.1
2026-01-06,93,Gabriela Fonseca,Mendonça,Marketing,LinkedIn Ads,Promo,22670,808,2359.5,96,11131.94
2026-01-23,89,Dra. Raquel Machado,Albuquerque,Varejo,Meta Ads,Conversão,21696,1176,3927.67,110,11514.19
2026-01-06,6,Davi Miguel Pires,Cunha,Marketing,TikTok Ads,Awareness,28707,726,1469.47,92,7380.48
2026-01-01,71,Liz Macedo,da Mota Ltda.,SaaS,LinkedIn Ads,Conversão,6052,885,4784.34,101,10978.86
2026-01-04,94,Mirella Brito,Souza e Filhos,Varejo,LinkedIn Ads,Conversão,35560,169,1831.92,134,16489.13
2026-01-31,71,Valentina Machado,Cirino,SaaS,Meta Ads,Promo,42366,984,504.31,44,4235.44
2026-01-22,51,Dr. Davi Lucas da Conceição,Pastor S.A.,SaaS,TikTok Ads,Promo,11106,299,542.44,15,797.16
2026-01-18,33,Vitor Hugo Melo,Gomes,Varejo,Meta Ads,Awareness,23241,1962,2986.19,105,12129.06
2026-01-31,83,Isaque da Rosa,Viana - ME,Marketing,LinkedIn Ads,Awareness,16591,1790,1219.74,21,1524.25
2026-01-31,18,João Pedro Jesus,Pereira e Filhos,SaaS,Google Ads,Black Friday,18385,1790,1843.18,98,8270.48
2026-01-25,32,Ryan Camargo,Rocha,E-commerce,Google Ads,Lead Gen,41652,1470,602.23,100,11798.6
2026-01-17,48,Dr. Arthur Miguel da Cunha,Rezende - EI,Varejo,Google Ads,Retargeting,31129,1374,4044.42,79,11581.28
2026-01-21,94,Pedro Henrique Rocha,Cirino Vasconcelos - ME,SaaS,Google Ads,Promo,27890,954,2377.79,107,6002.38
2026-01-10,44,Manuella Moreira,Casa Grande Cavalcanti - ME,Marketing,Meta Ads,Promo,25249,1606,2161.74,112,15102.22
2026-01-11,94,Rodrigo Ferreira,Correia,SaaS,Google Ads,Promo,36688,934,2601.45,53,2663.39
2026-01-18,51,Guilherme Cunha,Ferreira Ribeiro - EI,SaaS,LinkedIn Ads,Conversão,17235,1552,3469.23,110,14243.17
2026-01-28,73,Augusto Sá,Aragão e Filhos,Varejo,TikTok Ads,Conversão,47801,1228,2329.28,136,14178.21
2026-01-25,94,Anthony da Conceição,Machado Ltda.,Marketing,TikTok Ads,Promo,22936,283,695.33,59,5435.94
2026-01-06,26,Hadassa Caldeira,Almeida,Marketing,Meta Ads,Conversão,33675,423,3091.71,15,929.76
2026-01-28,67,Dr. Arthur Gabriel Sá,Ferreira,Marketing,Google Ads,Conversão,21934,1696,4296.59,135,12839.61
2026-01-12,41,Camila da Mota,da Rocha,Marketing,Google Ads,Conversão,28538,1072,2162.28,54,7551.21
2026-01-21,61,Pietra Fogaça,Fogaça,SaaS,LinkedIn Ads,Promo,20178,789,1760.35,13,1691.17
2026-01-24,7,Dr. Miguel Melo,Sales S.A.,Varejo,Meta Ads,Awareness,15003,448,2243.33,140,7054.37
2026-01-31,73,Maria Clara Macedo,Ribeiro Fernandes e Filhos,E-commerce,TikTok Ads,Promo,17420,1569,3335.7,112,15950.17
2026-01-30,1,Luiz Felipe da Cunha,Castro - ME,SaaS,TikTok Ads,Awareness,9374,921,4362.42,130,16825.78
2026-01-12,20,Samuel Machado,Rios,SaaS,Meta Ads,Awareness,30682,1966,3700.65,24,1410.58
2026-01-27,14,Felipe Pimenta,da Mata Pinto - EI,Marketing,LinkedIn Ads,Promo,11521,1523,3610.48,26,1660.87
2026-01-19,34,Sra. Ayla Novaes,Almeida,E-commerce,LinkedIn Ads,Lead Gen,15913,1931,4078.86,78,4695.63
2026-01-08,15,Olivia Casa Grande,Santos Cavalcante - ME,SaaS,TikTok Ads,Retargeting,10691,721,2289.99,57,3011.53
2026-01-17,71,Caio Leão,Mendes,Varejo,TikTok Ads,Lead Gen,11959,1135,733.28,122,7384.55
2026-01-31,5,Camila Correia,Sales da Paz e Filhos,E-commerce,Google Ads,Promo,46272,1944,2892.56,125,16255.74
2026-01-18,73,José Santos,Machado,Varejo,TikTok Ads,Lead Gen,34450,395,3888.03,129,7555.74
2026-01-14,12,Luna Lopes,Carvalho,SaaS,TikTok Ads,Black Friday,18717,857,556.69,113,15436.46
2026-01-03,83,Breno Siqueira,Siqueira,SaaS,Google Ads,Lead Gen,8393,1664,2291.98,55,5801.55
2026-01-02,82,Diego da Rosa,Mendes S.A.,E-commerce,Meta Ads,Awareness,8039,1123,925.71,142,9737.32
2026-01-29,58,José da Mata,Camargo,Varejo,LinkedIn Ads,Promo,6245,1606,4876.63,11,1345.06
2026-01-05,78,Theodoro Câmara,Nunes,E-commerce,LinkedIn Ads,Awareness,9724,1697,4579.11,39,3883.35
2026-01-29,86,Renan Rocha,Almeida,E-commerce,Google Ads,Retargeting,44851,1340,512.94,29,3828.97
2026-01-23,31,Benjamin da Rocha,Fogaça Vargas - ME,Varejo,Meta Ads,Retargeting,19056,1007,4258.03,95,8934.14
2026-01-17,3,Ana Liz Lopes,da Cruz,Marketing,LinkedIn Ads,Black Friday,34488,1207,2660.33,138,16014.91
2026-01-10,73,Maitê Cirino,Rocha Ribeiro Ltda.,Marketing,Google Ads,Lead Gen,30692,329,689.7,131,14976.25
2026-01-08,39,Dr. Pedro Henrique Jesus,Leão - ME,Marketing,Google Ads,Lead Gen,10343,1333,2772.56,49,3624.46
2026-01-13,39,Dr. Gael Henrique Ribeiro,Mendonça,Varejo,TikTok Ads,Promo,5063,961,2372.37,112,13456.52
2026-01-05,55,Benjamim Rocha,Rezende,Marketing,Google Ads,Conversão,27825,603,2959.64,16,1530.58
2026-01-04,99,Gabriela Sampaio,Brito e Filhos,SaaS,LinkedIn Ads,Conversão,36332,1540,3049.31,25,3310.32
2026-01-22,49,Otávio da Mata,Jesus Peixoto - EI,SaaS,Google Ads,Black Friday,31683,1228,3826.41,39,3319.76
2026-01-23,1,Lucca Siqueira,Nogueira Cirino Ltda.,SaaS,TikTok Ads,Black Friday,35764,695,1672.83,112,14708.65
2026-01-12,9,Arthur Gabriel Gonçalves,Oliveira S.A.,SaaS,Meta Ads,Lead Gen,26922,1690,2051.32,56,5377.6
2026-01-25,34,Renan Cirino,Fogaça - EI,Varejo,Meta Ads,Promo,45106,1797,4429.52,8,513.4
2026-01-11,99,Isadora Oliveira,Ramos,Varejo,LinkedIn Ads,Lead Gen,24267,1574,4278.91,50,4942.11
2026-01-31,28,Sarah Pires,Lima Oliveira e Filhos,Varejo,LinkedIn Ads,Promo,36512,1599,4692.55,54,4303.38
2026-01-28,61,Diego Sampaio,Cardoso,Varejo,Google Ads,Black Friday,41244,779,1714.13,31,3214.34
2026-01-19,6,Ana Vitória Ribeiro,da Rocha,Varejo,Meta Ads,Conversão,12751,1864,4493.55,15,1024.04
2026-01-12,46,Olivia Jesus,Silveira,SaaS,Google Ads,Lead Gen,21666,1076,2652.92,48,4488.13
2026-01-10,37,Ana Vitória Sales,da Cruz e Filhos,SaaS,TikTok Ads,Black Friday,42664,909,4428.9,91,7929.09
2026-01-30,41,Alexia Câmara,da Rosa - EI,E-commerce,TikTok Ads,Awareness,41830,1974,3900.71,117,14664.15
2026-01-25,21,Milena Pinto,Silva Sales - EI,Marketing,LinkedIn Ads,Black Friday,45854,1968,4522.88,37,4104.29
2026-01-05,34,Olívia Albuquerque,Ribeiro e Filhos,E-commerce,Google Ads,Conversão,19414,1168,1389.91,137,10700.37
2026-01-20,4,Camila Cunha,da Cunha,Varejo,TikTok Ads,Retargeting,46484,1988,1181.39,12,1236.18
2026-01-19,45,Srta. Ana Julia Nunes,Borges,E-commerce,Google Ads,Promo,38005,995,1431.77,80,6039.57
2026-01-07,71,Alexia Martins,Lima,SaaS,TikTok Ads,Lead Gen,32920,628,522.53,24,1275.37
2026-01-28,5,Sofia Nascimento,Pinto S/A,E-commerce,LinkedIn Ads,Lead Gen,45451,1733,1045.45,146,20512.02
2026-01-23,19,Maria Vasconcelos,Ferreira Alves - ME,Varejo,Google Ads,Retargeting,20644,1648,2504.69,66,8677.25
2026-01-13,52,Brayan Peixoto,Almeida,Marketing,LinkedIn Ads,Black Friday,23822,1737,4632.98,128,19021.07
2026-01-23,38,João Miguel Costa,Garcia Ltda.,Marketing,TikTok Ads,Conversão,26630,393,3990.42,66,5625.42
2026-01-10,38,Samuel Ramos,Silveira,Marketing,Google Ads,Awareness,15173,1727,837.11,28,1641.39
2026-01-12,71,Laura Brito,Marques,SaaS,Meta Ads,Awareness,44203,626,1989.59,141,16438.19
2026-01-27,21,Clarice Almeida,Correia Cardoso Ltda.,Varejo,Meta Ads,Conversão,26438,1021,4820.68,69,4377.68
2026-01-20,39,Dra. Hadassa Araújo,Machado Duarte - ME,E-commerce,TikTok Ads,Awareness,48066,1838,2937.92,132,10744.55
2026-01-27,33,Juliana da Mota,Castro S.A.,Varejo,TikTok Ads,Awareness,15667,1439,3834.57,31,1880.56
2026-01-11,13,Dra. Clara da Conceição,Moreira,Marketing,Meta Ads,Awareness,48389,1366,666.84,27,2587.91
2026-01-21,37,Sr. Calebe Fernandes,Moraes,SaaS,Google Ads,Conversão,33356,884,3036.47,37,4487.59
2026-01-15,77,Benicio Aparecida,Fogaça,SaaS,Google Ads,Promo,42677,1436,3778.57,39,2466.28
2026-01-08,46,Dra. Julia da Cruz,Câmara,Marketing,LinkedIn Ads,Awareness,6568,255,2298.45,82,6845.28
2026-01-04,29,Ana Liz Vieira,Correia,Varejo,Google Ads,Conversão,13259,1638,1152.41,14,1803.21
2026-01-30,13,Ana Vitória Costa,Pinto Pacheco S.A.,Marketing,TikTok Ads,Lead Gen,7741,889,3834.99,105,12408.99
2026-01-21,88,Nathan Ferreira,Ramos,Varejo,Google Ads,Lead Gen,40114,1701,4693.5,86,9903.92
2026-01-26,75,Diogo da Mata,Duarte Borges S.A.,E-commerce,Meta Ads,Retargeting,14725,442,4347.95,16,2332.7
2026-01-19,74,Theo Ribeiro,Machado Cardoso Ltda.,SaaS,LinkedIn Ads,Conversão,46174,325,596.37,39,4219.68
2026-01-16,6,Lunna da Rosa,Monteiro,Varejo,TikTok Ads,Awareness,16119,1016,4633.84,138,11308.08
2026-01-27,43,Laura Pereira,Moreira S/A,Marketing,TikTok Ads,Lead Gen,18536,942,4543.28,131,7693.43
2026-01-05,21,Anthony Dias,Moraes S/A,Varejo,Google Ads,Promo,33158,671,1327.81,143,10812.74
2026-01-12,81,Ravy Macedo,Peixoto,SaaS,TikTok Ads,Lead Gen,35850,583,566.97,129,12705.03
2026-01-01,50,Liz da Mota,Araújo,SaaS,Meta Ads,Black Friday,27482,1295,2654.89,81,4524.37
2026-01-04,66,Luana Nogueira,Dias S/A,E-commerce,Google Ads,Awareness,22267,940,3789.0,145,16115.25
2026-01-07,50,Hadassa Pires,Almeida,E-commerce,Meta Ads,Conversão,17919,1013,3641.02,38,2551.06
2026-01-31,16,Sr. André da Cruz,da Rosa,SaaS,TikTok Ads,Black Friday,36842,1335,981.21,144,21124.53
2026-01-08,61,Dr. Daniel Almeida,Vieira Cassiano - EI,Marketing,Meta Ads,Lead Gen,23259,1278,2527.54,72,10507.86
2026-01-07,88,Luna Siqueira,Fernandes Ramos S.A.,SaaS,TikTok Ads,Promo,40379,1297,3916.68,65,4995.67
2026-01-20,3,Juan Leão,da Conceição,Marketing,TikTok Ads,Awareness,28922,1809,1534.24,75,6825.85
2026-01-15,25,Sr. Lucas Gabriel das Neves,Nunes,Varejo,TikTok Ads,Black Friday,40951,1029,1672.93,147,18056.03
2026-01-23,1,Isabela Fogaça,da Mota,SaaS,TikTok Ads,Lead Gen,42753,498,4449.02,79,7270.19
2026-01-21,89,Benício Oliveira,Carvalho,Marketing,Meta Ads,Awareness,23316,343,1627.49,140,15359.0
2026-01-12,20,Emilly Sá,Moreira,E-commerce,Google Ads,Lead Gen,21832,1725,3230.29,135,19856.56
2026-01-12,43,Sr. Joaquim da Rosa,Peixoto,Marketing,LinkedIn Ads,Retargeting,38707,450,3967.62,103,11135.93
2026-01-28,12,Nicolas Barbosa,da Conceição Monteiro - EI,Varejo,LinkedIn Ads,Lead Gen,39522,1092,2547.98,20,1559.76
2026-01-16,62,Anna Liz Silveira,Vasconcelos,Varejo,TikTok Ads,Lead Gen,32739,1823,2060.83,38,2968.84
2026-01-05,94,Rebeca Almeida,Guerra,Marketing,TikTok Ads,Awareness,27158,1917,2961.93,72,10375.42
2026-01-10,10,Sabrina Costela,Macedo S/A,Marketing,Google Ads,Awareness,21299,633,4006.35,125,11621.73
2026-01-07,8,Sr. Ian Nogueira,Vasconcelos Ltda.,Varejo,TikTok Ads,Retargeting,30662,720,2028.9,40,5073.07
2026-01-07,85,Sarah Vasconcelos,Jesus,E-commerce,LinkedIn Ads,Black Friday,19668,1714,1456.35,48,4105.04
2026-01-25,100,Thales Costela,Ribeiro,E-commerce,LinkedIn Ads,Conversão,26534,763,1026.04,45,3583.84
2026-01-27,78,Matteo Pinto,Gomes Cavalcanti - ME,Marketing,Google Ads,Conversão,11821,1805,2845.65,26,2890.06
2026-01-14,34,Maria Vitória da Luz,da Mota Ltda.,E-commerce,Meta Ads,Retargeting,10358,1950,3396.41,88,9401.94
2026-01-23,80,Ana Beatriz Vargas,Ramos,Marketing,Meta Ads,Lead Gen,14040,855,1285.8,51,2619.6
2026-01-27,60,Felipe Camargo,Sá,Varejo,Google Ads,Awareness,16689,815,1451.83,131,11381.66
2026-01-29,29,Dra. Vitória Carvalho,Costela S/A,Marketing,TikTok Ads,Conversão,42134,1022,2612.49,39,4581.0
2026-01-14,87,Carolina Fernandes,Vargas da Luz e Filhos,Marketing,LinkedIn Ads,Conversão,15567,1304,4792.75,28,1757.94
2026-01-01,56,Esther Cirino,da Luz S/A,E-commerce,TikTok Ads,Promo,13660,895,3369.17,73,7074.11
2026-01-17,78,Pedro Henrique Peixoto,Cirino Pires S/A,Varejo,Meta Ads,Black Friday,26308,1635,3476.11,120,6578.65
2026-01-13,30,Lucas Nogueira,Ribeiro Ltda.,SaaS,LinkedIn Ads,Black Friday,44040,390,3689.8,123,9168.78
2026-01-02,91,Daniela Viana,Sousa S.A.,Marketing,Meta Ads,Lead Gen,49479,643,3041.31,128,14201.48
2026-01-06,27,Sra. Mariane das Neves,Araújo Ltda.,SaaS,Google Ads,Retargeting,21283,453,4401.26,112,15006.84
2026-01-18,93,Lorena Rodrigues,Barbosa - ME,Varejo,TikTok Ads,Conversão,42622,1530,1276.47,110,9519.73
2026-01-20,17,Diego Silva,Costela Moura - EI,SaaS,LinkedIn Ads,Retargeting,24169,420,3669.79,117,9932.21
2026-01-26,55,José Pedro Martins,da Mata Abreu S.A.,Varejo,Meta Ads,Awareness,6514,808,1293.82,101,7945.81
2026-01-02,72,João Costa,Cavalcanti Garcia - ME,Marketing,TikTok Ads,Retargeting,38941,131,4556.48,6,441.47
2026-01-09,33,Fernando Macedo,da Cunha,Marketing,LinkedIn Ads,Conversão,33817,1484,3148.19,67,4174.19
2026-01-15,95,Laura da Paz,Sousa,Marketing,Google Ads,Promo,48134,588,978.69,61,3820.1
2026-01-20,99,Cecília da Mota,da Costa,Marketing,Google Ads,Conversão,24118,120,2719.4,140,12142.62
2026-01-21,33,Carlos Eduardo Albuquerque,Moreira,E-commerce,Meta Ads,Promo,23596,830,1605.96,127,18650.28
2026-01-10,35,Sr. Arthur Sousa,Pereira - EI,Marketing,LinkedIn Ads,Conversão,15307,936,2101.15,73,7587.86
2026-01-23,92,Sr. Caleb Aparecida,Moura,E-commerce,LinkedIn Ads,Retargeting,15529,1881,2533.64,79,9662.75
2026-01-17,36,Isabel Almeida,Silveira Moreira S.A.,Marketing,Meta Ads,Black Friday,40496,304,541.97,18,2036.86
2026-01-15,73,Yan Santos,Ferreira Camargo S.A.,E-commerce,LinkedIn Ads,Retargeting,5963,311,2788.26,25,3542.47
2026-01-30,27,Isabela da Paz,Albuquerque Rodrigues S.A.,Varejo,Google Ads,Promo,34403,1939,1683.83,45,3859.0
2026-01-30,85,Heloísa Farias,Nunes da Rocha - EI,Marketing,TikTok Ads,Conversão,41629,1976,4297.53,32,4110.65
2026-01-07,55,Guilherme da Cruz,Nogueira - EI,Varejo,TikTok Ads,Retargeting,7859,1413,1351.51,149,13027.27
2026-01-10,54,André Teixeira,Fernandes - ME,Marketing,Meta Ads,Retargeting,11491,1668,1809.12,24,2685.28
2026-01-22,8,Julia Rezende,Almeida,Varejo,LinkedIn Ads,Conversão,42406,949,1949.54,128,7443.17
2026-01-11,18,Ana Júlia Araújo,Brito Câmara S.A.,Marketing,TikTok Ads,Awareness,45992,1622,3493.39,119,8169.66
2026-01-16,53,Maria Liz Abreu,Costela,Varejo,Google Ads,Black Friday,34196,1020,1819.45,78,7533.69
2026-01-16,67,Olívia Pereira,Dias,Varejo,TikTok Ads,Black Friday,48508,1376,4683.43,124,12330.54
2026-01-30,15,Sara Sá,Jesus,SaaS,TikTok Ads,Lead Gen,8601,429,4736.07,123,16641.31
2026-01-20,58,Bruno Albuquerque,Pires,E-commerce,Google Ads,Awareness,14778,419,4536.35,78,10728.54
2026-01-14,73,Alexandre Fonseca,Campos Aragão e Filhos,E-commerce,Meta Ads,Promo,48554,1425,4419.37,117,13543.8
2026-01-08,87,Vinicius Gomes,Rezende Sales S.A.,Varejo,TikTok Ads,Black Friday,10327,1146,2985.78,85,10795.68
2026-01-16,20,Gael Câmara,Moreira Mendes e Filhos,E-commerce,Google Ads,Retargeting,26926,1038,3185.34,93,12560.47
2026-01-18,32,Hadassa Sá,Sá,SaaS,Meta Ads,Promo,48667,1816,2363.68,94,6419.12
2026-01-03,38,Heloísa Castro,Souza Pires - ME,E-commerce,LinkedIn Ads,Retargeting,27651,1497,3766.68,62,8527.07
2026-01-06,90,Ana Liz Nogueira,da Paz Correia S/A,E-commerce,TikTok Ads,Awareness,14506,1729,2647.19,39,2584.76
2026-01-03,35,Lorenzo Farias,Pereira,Marketing,Google Ads,Promo,7723,482,2714.43,7,816.98
2026-01-27,24,Sr. Pedro Ferreira,Rios,Marketing,TikTok Ads,Conversão,32299,921,4314.54,132,18689.48
2026-01-14,17,Gustavo Henrique Sousa,Silva,E-commerce,TikTok Ads,Black Friday,49388,1362,1036.07,25,2067.62
2026-01-26,30,Lavínia Farias,Ramos - EI,SaaS,LinkedIn Ads,Lead Gen,34090,233,3459.1,125,18239.09
2026-01-20,82,Maria Fernanda Guerra,Vasconcelos Camargo - EI,SaaS,Google Ads,Conversão,16968,1244,2513.62,76,11087.39
2026-01-10,87,Ayla da Rosa,Brito Freitas S.A.,Varejo,Google Ads,Promo,22187,1576,2255.3,7,999.34
2026-01-12,80,Sr. Vitor Costa,Alves,Marketing,TikTok Ads,Awareness,33344,1095,1840.6,109,6773.17
2026-01-16,19,Beatriz Mendes,Brito,SaaS,LinkedIn Ads,Lead Gen,35195,1120,650.51,64,5221.09
